SMILES,log2CL,log2CL_pred,Name,CAS #,human VDss (L/kg),human CL (mL/min/kg),"fraction unbound 
in plasma (fu)",MRT (h),terminal  t1/2 (h),Reference,Comments ,Notes,Year of first disclosure,MW,HBA,HBD,TPSA_NO,RotBondCount,moka_ionState7.4,MoKa.LogP,MoKa.LogD7.4
C1(C2=C([C@H](C[C@]1([C@H]([C@H]1[C@](C(=O)[C@@H]2OC)([C@H](C[C@@H]2[C@]1(CO2)OC(=O)C)OC)C)OC(=O)c1ccccc1)O)OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)OC(C)(C)C)O)C)(C)C,3.4594316186372973,2.1176324,Cabazitaxel,183133-96-2,48.0,11.0,0.24,72.7,74.5,"Mita, Alain C.; Denis, Louis J.; Rowinsky, Eric K.; DeBono, Johann S.; Goetz, Andrew D.; Ochoa, Leonel; Forouzesh, Bahram; Beeram, Muralidhar; Patnaik, Amita; Molpus, Kathleen; Semiond, Dorothee; Besenval, Michele; Tolcher, Anthony W. Phase I and Pharmacokinetic Study of XRP6258 (RPR 116258A), a Novel Taxane, Administered as a 1-Hour Infusion Every 3 Weeks in Patients with Advanced Solid Tumors. Clin.Cancer Res. 2009, 15,723-730. ppb: Men, Lei; Lin, Hong-li; Shao, Yan-jie; Zhao, Yun-li; Zhao, Xing; Tang, Xing; Yu, Zhi-guo. Determination of human plasma protein binding rate of cabazitaxel by UPLC-​MS​/MS. Zhongguo Xinyao Yu Linchuang Zazhi, 2014, 33, 379-383. Data from abstract and using mid-concentration range. 2-fold lower at high concentration range (fu 0.12) but similar at low concentration. Taken from abstract in English.","XRP6258 or RPR116258A or Jevtana. 23 patients overall. Doses from 10 to 25 mg/m2 as 1 hour infusion. Weighted average and 1.73m2/70kg factor used. Reported (weighted) average of clearance and VDss 26.77 L/h/m2 and 1942.8 L/m2, respectively. MRT=VDss/Cl.",,1996,835.93,15,3,202.4,14,neutral,4.0,4.0
C1(C=C[C@@]2([C@H]3[C@H](C[C@@]4([C@@]5([C@@H](C[C@@H]4[C@@H]3CCC2=C1)O[C@H](C1CCCCC1)O5)C(COC(C(C)C)=O)=O)C)O)C)=O,5.0574502721839,1.572339,Ciclesonide,126544-47-6,2.9,33.3,0.01,1.45,1.04,"Nave R. Clinical pharmacokinetic and pharmacodynamic profile of inhaled ciclesonide. Clin Pharmacokinet. 2009, 48(4), 243–252.","Data from review article Clin. Pharmacokinet. 2009, 48, 243-252, confirmed by Dr. R. Nave, e-mail 7/27/2009. VDss 2.9 L/kg and 2.0 L/h/kg.  No full publication available for this presentation/abstract. MRT from VDss and clearance.// Nave R, Bethke TD, van Marle SP, Zech K (2004) Pharmacokinetics of [14C]ciclesonide after oral and intravenous administration to healthy subjects. Clin. Pharmacokin. 43(7) 479-486.//N=6, 0.64 mg dose, 72.6 kg average weight, MW = 540.69, 10' infusion.  Lower VDss (~ 10-fold) and Cl (~ 22 mL/min/kg).","E-mail message, July 27 2009. For ciclesonide our focus is always the active metabolite. Nevertheless we have generated a few data for the parent compound ciclesonide following iv administration (reference 29 of the review manuscript). The data of this study were presented in 2002 on a congress and in the abstract the following is stated: ""The mean volume of distribution was 2.9 l/kg and the total clearance was 2.0 l/h/kg for the parent compound following intravenous administration"". Sorry, there is no full publication available for this study. 
The reference 28 is on the ADME of 14C-ciclesonide and there may be limintations in terms of PK of the parent compound (for example number of subjects and sensitivity of the bioanalytical assay). ",1992,540.69,7,1,99.1,6,neutral,4.8,4.8
C1(N2C(=C(S[C@@H]3C[S@@](CC3)=O)S[C@H]2[C@H]1[C@H](O)C)C([O-])=O)=O,2.350497247084133,1.1455125,CP-65207,96865-21-3,0.21,5.1,0.9,0.7,0.9,"Pharmacokinetics of the Penem CP-65,207 and Its Separate Stereoisomers in Humans G. FOULDS,l A. K. KNIRSCH, J. D. LAZAR, T. G. TENSFELDT, AND N. GERBER. Antimicr. Agents Chemother. 1991, 35, 665-671.//ppb: Thomas Gootz, Dennis Girard, William Schelkley, Thomas Tensfeldt, George Foulds, Michael Kellogg, John Stam, Benedict Campbell1f, John Jasys, Paul Kelbaugh, Robert Volkmann and Ernest Hamanaka. PHARMACOKINETIC STUDIES IN ANIMALS OF A NEW PARENTERAL PENEM CP-65,207 AND ITS ORAL PRODRUG ESTER. J. Antibiot. 1990, 43, 422-432"," Na salt. Na omitted from smiles. Average of single enantiomers dosed as racemate and analyzed separately, N=12 each, 1 g 10 min' infusion. Similar values found. Mean weight 74.8 kg.",,1985,348.44,6,1,97.7,4,anionic,-1.8,-4.7
C1([C@@H]2[C@@]3([C@@]([C@@H]4[C@@H]([C@@]5(CC[C@@H](O[C@@H]6O[C@@H](C)[C@@H]([C@@H](C6)O)O[C@@H]6O[C@@H](C)[C@@H]([C@@H](C6)O)O[C@@H]6O[C@@H](C)[C@@H]([C@@H](C6)O)O)C[C@@H]5CC4)C)CC3)(C[C@@H]2OC(=O)C)O)C)=CC(=O)OC1,-2.473931188332412,0.64081717,16-acetyl gitoxin,7242-07-1,0.78,0.18,0.07,72.3,51.6,"Hausten, K.-O. On the Pharmacokinetics of 16-Acetyl-gitoxin and Its Bioavailability from Pengitoxin-Containing Tablet Formulations. Int. J. Pharmacokin. Biopharm. 1986, 14, 357-364. ","16-O-acetylgitoxin. N=6, 65.3 kg average weight. 0.5 mg administered iv in 1 minute. MRT calculate from AUC and AUMC in turn calculated from C1, C2 and lamba 1 and 2. VDss then calculated from MRT and clearance reported. Fu reported by the author from own previous work. G. Hiiller, K.-O. Haustein, and D. Murawski. On the plasma-protein binding of 16-acetylgitoxin.
Int. J. Clin. Pharmacol. 19:200-202 (1981).",,1960,822.98,15,5,209.1,9,neutral,0.93,0.93
C1([C@H]2[C@@]([C@@]3(C([C@H]4[C@@](CC[C@@](C4)(C(O)=O)C)(C)CC3)=C1)C)(CC[C@@H]1[C@@]2(CC[C@@H](C1(C)C)O[C@@H]1[C@H](O[C@@H]2O[C@@H]([C@@H](O)[C@@H]([C@H]2O)O)C(O)=O)[C@H]([C@H](O)[C@H](O1)C(O)=O)O)C)C)=O,-2.9434164716336326,-1.6156176,Glycyrrhizin,1405-86-3,0.06,0.13,,7.83,8.83,"Tekla G.J. van Rossum, MD, Arnold G. Vulto, PhD, Wim C. J. Hop, MSc, PhD, Solko W. Schalm, MD, PhD Pharmacokinetics of Intravenous Glycyrrhizin After Single and Multiple Doses in Patients with Chronic Hepatitis C Infection. CLlNICALTHERAPEUTICS, 1999,21, 2080-2090","Weighted average over 4 doses (80, 160, 200, 240) from table II (Day1). N=33 overall. ",,1880,822.93,16,8,267.0,7,anionic,1.5,-7.5
C1=2[C@H]([C@H]3[C@]([C@@](C#CC)(O)CC3)(C)C[C@@H]1c1ccc(N(C)C)cc1)CCC=1C2CCC(C1)=O,-1.0,1.2468534,Mifepristone,84371-65-3,0.45,0.5,0.02,15.7,16.6,Mifepristone - http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20687_Mifepristone_clinphrmr_P2.pdf. Ppb from label in FDA package. Accessed September 22 2015.,"70 kg assumed. 20 mg dose, N=10.",,1982,429.59,3,1,40.5,3,neutral,4.8,4.8
C1=CC([C@@H](C[C@@H]([C@@H]([C@@H](C)[C@@H](CC(O[C@@H]([C@@H](C)[C@@H]2O[C@@]12C)CC)=O)O)O[C@@H]1O[C@@H](C[C@@H]([C@@H]1O)N(C)C)C)CC=O)C)=O,3.733354340613827,2.109219,Rosaramicin,35834-26-5,2.83,13.3,,3.54,3.34,"Pharmacokinetics and Metabolism of Rosaramicin in Humans. CHIN-CHUNG LIN, MENGER CHUNG, RICHARD GURAL, DAVID SCHUESSLER, HONG-KI KIM, ELAINE
RADWANSKI, ALICEANN MARCO, CHARLES DiGIORE, AND SAMSON SYMCHOWICZ. Antimicr. Agents Chemother. 1984, 26, 522-526.",Data digitized from plot reported by Lin et al . N=12 74.4 kg average weight estimated from dose/AUC vs. clearance in mL.min-1.kg-1 reported. 500 mg dose administered as 1-hr infusion. Reported clearance 13.4 mL.min-1.kg-1 and 3.78 L/kg as Vdarea. Calculated VDz 3.86 L/kg. AUC calculated 8.38 hr*ug/mL vs. reported as 8.35 hr*ug/mL.,,1971,581.74,10,2,135.1,6,cationic,2.5,1.2
C1C(=Cc2c(O1)cc(cc2)O)c1ccc(cc1)O,5.88508622529017,2.5899308,Phenoxodiol,81267-65-4,1.55,59.1,,0.44,0.67,"Jan B Howes, Paul L de Souza, Leanne West, Li Jiu Huang, Laurence G Howes. Pharmacokinetics of phenoxodiol, a novel isoflavone, following intravenous administration to patients with advanced cancer. BMC Clinical Pharmacology 2011, 11:1-8; doi: 10.1186/1472-6904-11-1","NV06. Data for the free form ONLY. Average clearance, VDss and t1/2 reported for N=6 subjects administered 5 mg/kg as iv bolus. 70 kg assumed. MRT from VDss and clearance.",,1981,240.25,3,2,49.7,1,neutral,1.9,1.8
C1C(CCN(C1)CCCC(c1ccc(C(C(=O)O)(C)C)cc1)=O)OC(c1ccccc1)c1ccccc1,-1.3219280948873622,2.5750175,Carebastine,90729-42-3,0.41,0.4,0.05,16.7,9.8,"J.M. JANSAT, C.F. LASTRA, E.L. MARINO Comparative study of different weighting methods in non-linear regression analysis: implications in the parametrization of carebastine after intravenous administration in healthy volunteers. Int. J. Clin. Pharmacol. Ther., Vol. 1998, 36, 340-344.//ppb: A del Cuvillo, J Mullol, J Bartra, I Dávila, I Jáuregui, J Montoro, J Sastre, AL Valero. Comparative pharmacology of the H1 antihistamines. J Investig Allergol Clin Immunol 2006, 16, Suppl. 1:3-12.","Data taken from Table 1. 77 kg median weight, 10 mg total dose. N=8. VDss from MRT and clearance.",,1985,499.64,5,1,66.8,11,zwitterionic,5.9,3.0
C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,1.111031312388744,0.10229698,Incadronate (acid),124351-85-5,0.24,2.16,0.9,1.85,1.82,"T. Usui, Y. Oiso, A. TOMITA , E. OGATA, T. UCHIDA, K. IKEDA , T. WATANABE I, S. HIGUCHI. Pharmacokinetics of incadronate, a new bisphosphonate, in healthy volunteers and patients with malignancy-associated hypercalcemia. Int. J. Clin. Pharmacol. Ther. 1997, 35, 239-244.
","Average of 4 subjects per dose across 4 doses. 0.2, 0.4, 0.8 and 1.6 mg. 70 kg median weight taken from range. Renal clearance ~ 63% across latter three dose. MRT from VDss and clearance.",,1989,287.19,7,5,127.1,4,anionic,-0.55,-5.8
C1CCN(C(c2cccnc2)=O)c2c1cccc2OC[C@@H](CNC(C)C)O,1.84799690655495,3.6914473,Nicainoprol,76252-06-7,0.67,3.6,,3.1,12.4,"Takashi Ishizaki, Yukio Horai, Kiyoshi Kubota, Akemi Minegishi., Hirotoshi Echizen, and Kan Chiba, Ph.D.Disposition kinetics and dynamics of nicainoprol, a new antiarrhythmic agent, in humans. Clin. Pharmacol. Ther. 1987, 42, 525-534","N=8, 100 mg in 60' infusion. Clrenal 0.56 mL/min/kg. Erroneous MRT reported in Table 1 and corrected using AUC and clerance cross-checking.",,1981,369.46,6,2,74.7,7,cationic,1.4,-0.35
C1CC[C@@H]([C@@H](C1)C(=O)N(C)CC(=O)NO)C(O)=O,2.655351828612554,0.9089774,Idrapril,127420-24-0,1.0,6.3,1.0,2.8,2.6,"Zanchi, A.; Nussberger, J.; Criscuoli, M.; Capone, P.; Brunner, H. R. Angiotensin-​converting enzyme inhibition by hydroxamic zinc-​binding idrapril in humans. Journal of Cardiovascular Pharmacology (1994), 24(2), 317-322//ppb: Criscuoli, Marco; Lippi, Annalisa; Mengozzi, Grazia; Sardelli, Giuliana; Subissi, Alessandro; Giachetti, Antonio. Pharmacokinetics and pharmacodynamics of idrapril in rats, dogs, and humans. Drug Metab. Disp. 1993, 21, 835-840.","N=8 , average BW = 74kg. 1, 5 and 25mg iv doses in sequence with 1 week of was-out interval. Repoorted PK of 1mg dose.  PK from 1mg profile in Fig. 5. Reported data in Table 3: CL = 446 mL/min (6.0 mL/min/kg) and term. T1/2 = 3h","The 5mg iv profile should be dose-proportional to 1mg based on the dose and AUC, but the reported CL in Table 3 is higher for 5mg. Not dose-proportionality for 25mg iv dose.",1989,258.27,7,3,106.9,4,anionic,-1.0,-3.5
C1CC[C@@H]2C[C@H](N([C@@H]2C1)C([C@H](C)N[C@@H](CCc1ccccc1)C(OCC)=O)=O)C(=O)O,3.643856189774725,2.396725,Trandolapril,87679-37-6,0.25,12.5,0.17,0.34,0.26,"Trandolapril - FDA Approval Package
Approval Package 020528/S-001 Part 03", 70 kg average weight assumed. MRT from VDss and clearance.,Ester cleavage transformed into trandolaprilat.,1983,430.54,7,2,95.9,10,anionic,3.2,-0.16
C1CN=C(N1)C2CC2(c3ccccc3)c4ccccc4,3.104336659814736,2.0552034,Cibenzoline,53267-01-9,4.1,8.6,0.5,7.8,7.3,"Cifenline. Aronoff G, Brier M, Mayer ML, Barbalas M, Aogaichi K, Sloan R, Brazzell R, and Massarella J (1991) Bioavailability and kinetics of cibenzoline in patients with normal and impaired renal function. J. Clin. Pharmacol. 31: 38-44.  Reidenberg MM, Lorenzo BJ, Drayer DE, Kluger J, Nestor T, Regnier JC, Kowal BA, and Bekersky I (1988) A nonradioactive iothalamate method for measuring glomerular filtration rate and its use to study the renal handling of cibenzoline.  Ther. Drug Monit. 10: 434-437.",,,1974,262.35,2,1,24.4,3,cationic,2.8,-0.64
C1CSS[C@@H]1CCCCC(=O)O,3.523561956057013,1.6930346,"Lipoic acid, R(+)-α",1200-22-2,0.1,11.5,,0.14,0.21,"Hermann, R.; Niebch, G.; Borbe, H. O.; Fieger-Bueschges, H.; Ruus, P.; Nowak, H.; Riethmueller-Winzen, H.; Peukert, M.; Blume, H. Enantioselective pharmacokinetics and bioavailability of different racemic α-lipoic acid formulations in healthy volunteers. European Journal of Pharmaceutical Sciences (1996), 4(3), 167-174.",200 mg (racemic) iv 4min infusion. N=12. Digitized from figure 3. AUC differing by 4% from reported.,,1951,206.33,2,1,37.3,5,anionic,2.4,0.038
C1CSS[C@H]1CCCCC(=O)O,3.7441610955704094,1.6930346,"Lipoic acid, S(-)-α",1077-27-6,0.11,13.4,,0.13,0.21,"Hermann, R.; Niebch, G.; Borbe, H. O.; Fieger-Bueschges, H.; Ruus, P.; Nowak, H.; Riethmueller-Winzen, H.; Peukert, M.; Blume, H. Enantioselective pharmacokinetics and bioavailability of different racemic α-lipoic acid formulations in healthy volunteers. European Journal of Pharmaceutical Sciences (1996), 4(3), 167-174.",200 mg (racemic) iv 4min infusion. N=12. Digitized from figure 3.  AUC differing by 12% from reported.,,1956,206.33,2,1,37.3,5,anionic,2.4,0.038
C1C[C@@H](N)[C@H](O[C@@H]1CNC)O[C@@H]1[C@@H]([C@H]([C@@H](C[C@@H]1N)N)O[C@@H]1[C@@H]([C@H]([C@](CO1)(O)C)NC)O)O,0.137503523749935,1.3654137,Micronomicin,52093-21-7,0.15,1.1,,2.4,2.1,"KEIZO MATSUMOTO, HARUMI SHISHIDO and ATSUSHI TAKAHASHI. PHARMACOKINETIC AND CLINICAL EVALUATIONS OF
MICRONOMICIN BY INTRAVENOUS DRIP INFUSION. 1985, 38, 135-143.","Data digitized from plot reported for 60 mg dose. N= 5, 60.1 kg average weight (all malee) 1 hour intravenous drip. AUCinf within 3% of reported.",,1973,463.57,12,8,199.7,7,cationic,-4.2,-6.9
C1C[C@@H]2[C@H]3CCC[N@+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-],2.937344392150232,1.7524959,Oxymatrine,16837-52-8,0.61,7.66,,1.33,1.69,"Xiao-luan Wu, Tai-jun Hang, Jian-ping Shen, Yin-di Zhang. Determination and pharmacokinetic study of oxymatrine and its metabolite matrine in human plasma by liquid chromatography tandem mass spectrometry. Journal of Pharmaceutical and Biomedical Analysis 2006, 41, 918–924.","calculated from digitized plot. 600 mg total dose, N=10, 65 kg average weight. 0.5 h infusion.",,1958,264.36,4,0,43.4,0,neutral,0.87,0.87
C1C[C@H](CC[C@@]21c1cc(OCC)ccc1N(S(=O)(c1c(cc(C(NC(C)(C)C)=O)cc1)OC)=O)C2=O)OCCN1CCOCC1,3.6205864104518777,2.484829,Satavaptan,185913-78-4,7.0,12.3,0.1,9.4,10.4,"Satavaptan - EMA Approval Package
Withdrawal Report EMEA/CHMP/316130/2008. Accessed through Pharmapendium.","Data taken at lowest 91 mg) dose. Very tight at 5 and 10 mg doses as well. Somewhat higher (both VDss and clearance but well within two-fold) at higher doses (25, 50 and 100 mg). 70 kg assumed and MRT from VDss and clearance. ",Seemingly biliary but not clear from EMA package.,1997,643.79,11,1,123.7,10,neutral,3.5,3.2
C1[C@@H]2[C@@H](CN1NC(NS(c1ccc(C)cc1)(=O)=O)=O)CCC2,-1.286304185156641,0.39718977,Gliclazide,21187-98-4,0.43,0.41,0.03,17.5,16.4,"Complete bioavailability and lack of food-effect on pharmacokinetics of gliclazide 30 mg modified release in healthy volunteers  Delrat, P.; Paraire, M.; Jochemsen, R. Biopharmaceutics & Drug Disposition (2002), 23(4), 151-157. ppb: (from abstract in English) Xu, Shanshan; Xue, Yuehua; Tian, Ziyou; Chen, Saizhen; Wang, Zhichao; Wang, Renye. Effect of irbesartan on the plasma protein binding rate of gliclazide in vitro Zhongguo Linchuang Yaoxue Zazhi. 2013, 22, 151-155","N=2, 73 kg reported average weight. MRT = VDss/CL.",,1968,323.41,6,2,78.5,3,anionic,1.7,0.2
C1[C@@](C[C@H]([C@H]([C@@H]1OC(\C=C\c1cc(c(cc1)O)O)=O)OC(\C=C\c1cc(c(cc1)O)O)=O)O)(C(=O)O)O,5.111865963867557,0.29256135,"3,4-DCQA",14534-61-3,0.63,34.58,,0.3,0.57,"Wen-Zheng Ju,Yang Zhao,Fang Liu,Ting Wua,Jun Zhang,Shi-Jia Liu,Lin gZhou,Guo-Liang Dai,Ning-Ning Xiong,Zhu-Yuan Fang. Clinical tolerability and pharmacokinetics of Erigerontis hydroxybenzene injection: Results of a randomized phase I study in healthy Chinese volunteers. Phytomed. 2015, 22, 319–325","3,4-dicaffeoylquinic acid. Data digitized from plot reported.  All from average males/females. 6 vials EH product tested for content via HPLC.  20.4  mg total dose, N=6, 57 kg average weight. 1 hr infusion. All AUCinf data within 10% of reported.",,1961,516.45,12,7,211.3,9,anionic,2.6,-1.0
C1[C@@]2([C@@H]3[C@@](CC[C@H]2C(C)([C@H](C1)O)C)([C@@]1(C(=CC3)[C@H]2[C@@](CC1)(CC[C@H]([C@@H]2C)C)C(O)=O)C)C)C,1.9523335663696857,0.23640864,Ursolic acid,77-52-1,0.54,3.87,,2.34,4.8,"Quantitation of ursolic acid in human plasma by ultra performance liquid chromatography tandem mass spectrometry and its pharmacokinetic study. Yuanyuan Xia, Guangli Wei, Duanyun Si, Changxiao Liu. Journal of Chromatography B, 2011, 879, 219–224","Data digitized from fig. 3 in Xia et al Journal of Chromatography B, 879 (2011) 219–224. Dose 98 mg/m2 converted to 170 mg (1.73 m^2 to 70 kg).Body weight reported as 75 kg PK parameter reported in Table 3. Calculations performed via Gastroplus. Calculated AUC  =  9.753  µg-h/mL; reported AUC = 9918  ng-h/mL.",,1910,456.7,3,2,57.5,1,anionic,6.9,4.8
C=1(c2c(cccc2)CC1CCN(C)C)[C@@H](c1ccccn1)C,2.2720231890610485,3.371238,Dimetindene,5636-83-9,2.16,4.83,,5.98,4.6,"Arnera, V.; Wermeille, M.; Wellman, M.; Llull, J. B.; Althaus, M. A.; Balant, L. P. Pharmacokinetics of dimetindene after intravenous and oral administration to healthy volunteers. Arzneimittel-Forschung, 1990, 40, 1346-1348.","Data digitized from plot. AUCinf calculated within 2% of reported AUCinf. N=8, 4 mg dose, 75 kg median weight taken from reported range.",,1960,292.42,2,0,16.1,5,cationic,4.0,2.5
C=C(C[C@@H](C(=O)O)NC(=O)C1=CC=C(C=C1)CCC2=CN=C3C(=N2)C(=NC(=N3)N)N)C(=O)O,1.622930350920177,0.4852818,MDAM,176857-41-3,0.7,3.08,,3.78,8.2,"Mary Johansen, Thomas Zukowski, Paulo M. Hoff, Robert A. Newman, Dan Ni, Toni Hutto James Abbruzzeese, Elmer Berghorn Frederick Hausheer, Timothy Madden. Final results of a phase I and pharmacokinetic study of γ-methylene-10-deazaaminopterin (MDAM) administered intravenously daily for five consecutive days in patients with solid tumors. Cancer Chemother Pharmacol (2004) 53: 370–376","γ-METHYLENE-10-DEAZAAMINOPTERIN. N=16, across several dose, weight-averaged 80-300 mg/m2. 1.73m2/70 kg factor used. SD up to 100% of reported values. MRT from VDSs and clearance.",,1996,451.44,12,5,207.3,9,anionic,0.16,-6.0
CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(=C/CCCC(=O)O)\C[C@H]12,4.0,1.7417899,Iloprost,78919-13-8,0.37,16.0,0.4,0.39,0.57,Krause W and Krais T (1986) Pharmacokinetics and pharmacodynamics of the prostacyclin analogue iloproset in man.  Eur. J. Clin. Pharmacol. 30: 61-68.  Hildebrand M (1997) Pharmacokinetics and tolerablity of oral iloprost in thromboangitis obliterans patients.  Eur. J. Clin. Pharmacol. 53: 51-56.  Ventavis Product Label.,VDss calculated from digitized plots.  VDss and CL data are the average of the two reports; t1/2 data are only from Hildebrandt. ,,1981,360.49,4,3,77.8,9,anionic,3.5,0.96
CC(=N)N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)C(=N)N)C(=O)O,0.8953026213333067,2.022963,DX9065a,150612-55-8,1.55,1.86,,14.4,24.02,"Tolerability, pharmacokinetics, and pharmacodynamics of DX-9065a, a new synthetic potent anticoagulant and specific factor Xa inhibitor, in healthy male volunteers. Nobuyuki Murayama, MS, Makoto Tanaka, PhD, Satoshi Kunitada, PhD, Hirohisa Yamada, MS, Takashi Inoue, MS, Yasuko Terada, BS, Masami Fujita, MD, Yasuo Ikeda, MD. CLINICAL PHARMACOLOGY & THERAPEUTICS, 1999, 66, 258-264.","Data for 24 patients (N=6/group) across 5, 10, 20 nd 30 mg doses. Median weight 61.7 kg reported. Structure and CAS number referring to  free base.",,1993,444.53,7,4,123.5,8,cationic,3.8,-1.3
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c3ccccc3,-4.184424571137427,0.64791644,Warfarin,81-81-2,0.13,0.055,0.0149999999999999,39.0,29.0,"Bjornsson TD, Meffin PJ, Swezey S, and Blaschke TF (1979) Clofibrate displaces warfarin from plasma proteins in man: an example of a pure displacement interaction.  J. Pharmacol. Exp. Ther. 210: 316-321.",,,1944,308.33,4,1,63.6,4,anionic,2.6,0.2
CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3CCOCC3)c(F)c2,0.84799690655495,2.072698,Linezolid,165800-03-3,0.58,1.8,0.69,5.4,4.5,"Stalker DJ, Jungbluth GL, Hopkins NK, and Batts DH (2003) Pharmacokinetics and tolerance of single- and multiple-dose oral and intravenous linezolid, an oxazolidinone antibiotic, in healthy volunteers.  J. Antimic. Chemother. 51: 1239-1246.  Zyvox Product Label.",,,1995,337.35,7,1,71.1,4,neutral,1.1,1.1
CC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)O,4.224966365000275,0.6517596,Seraspenide,120081-14-3,,18.7,,,0.08,"ERIC EZAN, PATRICE CARDE, JOEL LE KERNEAU, THIERRY ARDOUIN, FRANCOIS THOMAS, FRANCOISE ISNARD, EVELYNE DESCHAMPS DE PAILLETTE, AND JEAN-MARC GROGNET. PHARMACOKINETICS IN HEALTHY VOLUNTEERS AND PATIENTS OF NAc-SDKP (SERASPENIDE), A NEGATIVE REGULATOR OF HEMATOPOIESIS. Drug Metab. Disp. 1994, 22, 843-848.","Goralatide, Ac-SDKP. N=6, 69.7 kg average weight, 62.5 ug/kg/12 hr (128 nmol). Digitization yielded a much higher AUC (155 nM.hr) than reported (112 nM.hr) and  clearance and t 1/2 were taken from reported data.",Alternate smiles: C(N1CCC[C@H]1C(=O)O)(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)C,1988,487.5,14,7,228.5,14,anionic,-3.3,-8.6
CC(=O)Nc1nnc(s1)S(=O)(=O)N,-0.6214883767462702,1.9600608,Acetazolamide,59-66-5,0.37,0.65,0.04,9.5,13.0,"Chapron DJ, Sweeney KR, Feig PU, and Kramer PA (1985) Influence of advanced age on the disposition of acetazolamide.  Br. J. Clin. Pharmacol. 19: 363-371.",VDss and t1/2 were calculated from C vs t data obtained by digitization of plots included in the reference.,,1950,222.25,7,2,115.0,2,neutral,-1.5,-1.6
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]3(C)[C@@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c6ccccc6)C(=C([C@@H](O)C3=O)C5(C)C)C,3.807354922057604,2.0213752,Docetaxel,114977-28-5,2.1,14.0,0.04,2.5,11.0,"Rosing H, Lustig V, van Warmerdam LJC, Huizing MT, ten Bokkel Huinink WW, Schellens JHM, Rodenhuis S, Bult A, and Beijnen JH (2000) Pharmacokinetics and metabolism of docetaxel administered as a 1-h intravenous infusion.    Cancer Chemother. Pharmacol. 45: 213-218.  Minami H, Kawada K, Sasaki Y, Igarashi T, Saeki T, Tahara M, Itoh K, and Fujii H (2006) Pharmacokinetics and pharmacodynamics of protein-unbound docetaxel in cancer patients.  Cancer Sci.  97: 235-241.",,,1988,807.88,15,5,224.4,12,neutral,3.0,3.0
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(=O)C)[C@H]2[C@H](OC(=O)c4ccccc4)[C@]5(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c6ccccc6)c7ccccc7)C(=C1C5(C)C)C,2.678071905112638,1.5035025,Paclitaxel,33069-62-4,3.0,6.4,0.12,7.8,11.0,Sonnichsen DS and Relling MV (1994) Clinical pharmacokinetics of paclitaxel.  Clin. Pharmacokinet. 27: 256-269.,"Averaged values listed in Table 1 of Sonnichsen and Relling.  For t1/2 values, used longest value reported in each reference.",,1980,853.91,15,4,221.3,14,neutral,2.9,2.9
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@@H]([C@@H]4OC(=O)C)[N+]5(C)CCCCC5)[C@@]2(C)C[C@@H]1[N+]6(C)CCCCC6,0.5849625007211562,1.9705844,Pancuronium,15500-66-0,0.2,1.5,0.09,2.2,1.9,"Caldwell JE, Castagnoli KP, Canfell PC, Fahey MR, Lynam DP, Fisher DM, and Miller RD (1988) Pipecuronium and pancuronium: comparison of pharmacokinetics and duration of action.  Br. J. Anaesth. 61:  693-697.  Wood M, Stone WJ, and Wood AJJ (1983)  Plasma binding of pancuronium:  effects of age, sex, and disease.  Anesth. Analg.  62: 29-32",,,1966,572.86,6,0,52.6,6,neutral,-0.36,-0.36
